user_id,gender,dob,age,country,region,device_type,platform_name,title_id,watch_duration_min,completed,subscription_start,subscription_end,plan_name,monthly_cost_usd,currency,payment_mode,auto_renew,resolution,device_limit,simultaneous_streams,ads_included
U1294,Female,23-01-2004,21,Palestinian Territory,Alabama,TV,Netflix,,37,0,19-02-2024,18-02-2025,Standard,19.76,USD,Wallet,TRUE,4K,4,1,FALSE
U1295,Other,13-01-2002,23,Italy,Montana,Laptop,"Hotstar,Netflix,Prime",,32,0,24-10-2024,24-10-2025,Basic,7.23,INR,Card,TRUE,4K,4,4,TRUE
U1296,Female,10-08-1967,57,Jordan,New York,TV,"Hotstar,Netflix,Prime",,54,0,04-11-2024,04-11-2025,Standard,15.03,INR,Card,FALSE,SD,4,2,TRUE
U1297,Female,06-04-1989,36,Guernsey,North Carolina,TV,"Hotstar,Netflix",,30,1,11-05-2025,11-05-2026,Premium,18.55,INR,UPI,TRUE,SD,4,2,FALSE
U1298,Male,04-06-1978,47,Wallis and Futuna,Wyoming,Laptop,Netflix,,29,1,18-05-2024,18-05-2025,Standard,12.43,USD,Wallet,TRUE,SD,3,1,TRUE
U1299,Other,12-05-1977,48,Cambodia,Massachusetts,TV,Hotstar,,61,1,05-04-2024,05-04-2025,Premium,8.85,INR,Wallet,TRUE,SD,3,3,FALSE
U1300,Other,30-03-1988,37,Serbia,Mississippi,TV,"Hotstar,Netflix,Prime",,89,0,04-07-2024,04-07-2025,Premium,16.18,INR,UPI,FALSE,SD,1,1,TRUE
U1301,Male,04-02-2005,20,Togo,New Mexico,Laptop,Netflix,,71,1,02-01-2025,02-01-2026,Standard,6.55,USD,Card,FALSE,4K,2,2,TRUE
U1302,Female,11-12-1965,59,Bolivia,Wyoming,Laptop,Prime,,14,1,25-07-2024,25-07-2025,Basic,11.41,INR,Card,TRUE,HD,3,3,TRUE
U1303,Male,22-09-1977,47,South Georgia and the South Sandwich Islands,New Jersey,Mobile,Netflix,,58,0,15-10-2023,14-10-2024,Standard,16.49,INR,Card,TRUE,SD,4,3,TRUE
U1304,Other,11-11-1979,45,Turks and Caicos Islands,Pennsylvania,Mobile,"Hotstar,Netflix,Prime",,60,1,17-04-2025,17-04-2026,Premium,19.39,USD,UPI,TRUE,HD,2,1,FALSE
U1305,Other,15-11-1985,39,Luxembourg,Kentucky,TV,"Netflix,Prime",,66,0,14-05-2025,14-05-2026,Standard,8.11,USD,Wallet,TRUE,HD,3,1,FALSE
U1306,Female,05-11-1981,43,French Polynesia,Wisconsin,Laptop,"Netflix,Prime",,11,0,24-09-2023,23-09-2024,Premium,13.65,INR,UPI,FALSE,4K,2,2,FALSE
U1307,Female,25-09-1987,37,Palau,Pennsylvania,TV,Hotstar,,8,0,13-02-2024,12-02-2025,Basic,8.81,USD,Wallet,TRUE,HD,3,2,TRUE
U1308,Other,12-03-1990,35,Dominica,Maine,TV,"Hotstar,Netflix,Prime",,88,1,15-03-2025,15-03-2026,Standard,14.54,INR,Card,FALSE,4K,3,1,TRUE
U1309,Female,31-01-2007,18,Equatorial Guinea,Mississippi,Mobile,"Hotstar,Netflix,Prime",,5,0,09-08-2023,08-08-2024,Standard,19.58,USD,UPI,FALSE,HD,2,1,FALSE
U1310,Other,13-08-1979,45,Portugal,Virginia,Mobile,"Netflix,Prime",,120,1,18-02-2024,17-02-2025,Premium,16.07,USD,UPI,TRUE,SD,4,3,TRUE
U1311,Other,27-07-1973,51,Ethiopia,Ohio,TV,Hotstar,,85,0,04-05-2024,04-05-2025,Premium,8.7,USD,Card,FALSE,4K,1,1,FALSE
U1312,Female,22-07-1985,39,United Arab Emirates,South Carolina,TV,"Hotstar,Prime",,104,0,14-12-2023,13-12-2024,Premium,5.26,INR,Card,TRUE,SD,4,4,TRUE
U1313,Female,16-10-1974,50,Singapore,Mississippi,Laptop,"Hotstar,Netflix",,46,0,22-06-2025,22-06-2026,Basic,16.58,INR,Wallet,TRUE,4K,4,3,TRUE
U1314,Other,21-09-1995,29,Antigua and Barbuda,Texas,Laptop,"Hotstar,Netflix,Prime",,89,1,04-02-2025,04-02-2026,Standard,12.69,INR,UPI,FALSE,HD,4,3,TRUE
U1315,Other,14-08-1996,28,Brunei Darussalam,Texas,Laptop,"Netflix,Prime",,119,1,21-09-2024,21-09-2025,Basic,14.8,INR,Card,TRUE,HD,4,2,FALSE
U1316,Female,23-10-1969,55,Sudan,Massachusetts,Laptop,"Hotstar,Prime",,52,0,26-04-2025,26-04-2026,Standard,14.29,USD,Wallet,FALSE,SD,2,1,FALSE
U1317,Other,13-03-1972,53,Kyrgyz Republic,South Carolina,Laptop,"Hotstar,Prime",,23,1,27-10-2023,26-10-2024,Standard,9.57,USD,Card,TRUE,4K,3,3,TRUE
U1318,Male,22-04-1993,32,Anguilla,Colorado,TV,"Hotstar,Prime",,32,0,28-04-2025,28-04-2026,Basic,10.56,INR,UPI,TRUE,SD,1,1,FALSE
U1319,Other,28-06-1982,43,Australia,South Carolina,Laptop,"Hotstar,Netflix,Prime",,79,0,30-01-2025,30-01-2026,Basic,16.52,INR,UPI,FALSE,SD,3,3,TRUE
U1320,Female,20-09-1995,29,Bosnia and Herzegovina,Georgia,Mobile,"Hotstar,Netflix,Prime",,34,1,20-05-2024,20-05-2025,Premium,14.05,INR,Wallet,FALSE,SD,1,1,TRUE
U1321,Female,04-02-2006,19,Spain,Iowa,Laptop,"Hotstar,Netflix,Prime",,44,1,30-11-2024,30-11-2025,Standard,9.57,INR,Card,TRUE,HD,3,3,FALSE
U1322,Female,19-08-1965,59,Seychelles,Illinois,Mobile,"Hotstar,Netflix,Prime",,65,0,03-02-2025,03-02-2026,Premium,15.3,INR,UPI,TRUE,HD,4,1,TRUE
U1323,Other,09-01-1997,28,Saint Kitts and Nevis,Massachusetts,Mobile,"Hotstar,Netflix,Prime",,27,0,11-06-2025,11-06-2026,Standard,5.25,USD,Card,FALSE,SD,2,1,TRUE
U1324,Female,18-01-1987,38,South Georgia and the South Sandwich Islands,California,TV,"Hotstar,Netflix",,101,0,10-03-2024,10-03-2025,Standard,11.43,INR,Wallet,TRUE,HD,1,1,TRUE
U1325,Other,13-12-2005,19,Mauritius,Louisiana,Laptop,"Hotstar,Netflix,Prime",,21,0,27-06-2024,27-06-2025,Basic,12.24,INR,Card,FALSE,4K,3,2,TRUE
U1326,Other,07-01-1985,40,Estonia,New Mexico,TV,"Netflix,Prime",,47,1,27-11-2024,27-11-2025,Basic,15.79,INR,Card,FALSE,SD,2,1,FALSE
U1327,Male,03-08-1992,32,Barbados,Kentucky,Laptop,Netflix,,11,1,12-02-2024,11-02-2025,Premium,10.07,USD,Wallet,FALSE,4K,3,3,FALSE
U1328,Other,28-07-1981,43,Haiti,Oklahoma,Mobile,"Hotstar,Netflix,Prime",,97,0,16-07-2023,15-07-2024,Premium,9.86,USD,UPI,TRUE,SD,1,1,TRUE
U1329,Male,22-06-1989,36,Cuba,Arizona,Laptop,"Hotstar,Netflix,Prime",,44,1,28-04-2024,28-04-2025,Premium,6.89,INR,UPI,TRUE,4K,1,1,FALSE
U1330,Female,04-05-1998,27,Andorra,Indiana,TV,"Hotstar,Prime",,55,0,02-04-2025,02-04-2026,Premium,18.69,USD,UPI,TRUE,HD,4,4,FALSE
U1331,Male,06-04-1969,56,Congo,Massachusetts,Laptop,"Hotstar,Prime",,114,0,15-10-2023,14-10-2024,Premium,5.11,INR,UPI,FALSE,SD,4,2,TRUE
U1332,Other,26-07-1998,26,Bosnia and Herzegovina,Alaska,TV,"Hotstar,Netflix",,72,0,16-09-2023,15-09-2024,Premium,17.65,INR,Wallet,FALSE,SD,1,1,FALSE
U1333,Female,29-01-1994,31,Guinea,Colorado,Laptop,"Hotstar,Netflix,Prime",,20,0,25-12-2024,25-12-2025,Basic,15.49,USD,UPI,TRUE,HD,2,2,TRUE
U1334,Other,08-03-1989,36,Faroe Islands,Kansas,Laptop,"Hotstar,Netflix",,81,0,08-12-2024,08-12-2025,Premium,18.9,INR,UPI,FALSE,HD,2,1,TRUE
U1335,Male,11-07-1993,32,San Marino,Minnesota,Mobile,Hotstar,,32,0,28-01-2025,28-01-2026,Premium,5.68,USD,Card,TRUE,4K,1,1,FALSE
U1336,Female,05-03-1999,26,French Polynesia,Mississippi,TV,"Hotstar,Netflix,Prime",,28,1,10-08-2024,10-08-2025,Premium,7.53,USD,UPI,TRUE,4K,2,2,TRUE
U1337,Other,30-08-1988,36,Malawi,Alaska,Mobile,Netflix,,119,1,20-10-2023,19-10-2024,Standard,18.63,INR,Wallet,FALSE,SD,1,1,FALSE
U1338,Female,22-02-2001,24,Mexico,Connecticut,TV,Prime,,55,1,23-09-2024,23-09-2025,Premium,6.23,USD,UPI,FALSE,SD,1,1,TRUE
U1339,Other,07-06-1968,57,Cayman Islands,New York,Mobile,"Hotstar,Prime",,89,1,24-02-2024,23-02-2025,Premium,18.81,USD,Card,TRUE,4K,2,2,FALSE
U1340,Male,15-06-1983,42,Madagascar,Maine,TV,"Hotstar,Netflix,Prime",,108,0,06-12-2024,06-12-2025,Premium,16,INR,Wallet,FALSE,SD,4,2,TRUE
U1341,Male,07-03-1994,31,Togo,Alabama,TV,"Hotstar,Netflix,Prime",,115,0,26-04-2025,26-04-2026,Basic,8.71,USD,Card,FALSE,SD,1,1,FALSE
U1342,Female,11-04-1985,40,Saint Pierre and Miquelon,Montana,TV,"Hotstar,Netflix,Prime",,98,0,11-10-2024,11-10-2025,Standard,16.02,USD,Card,TRUE,HD,2,1,TRUE
U1343,Female,19-01-1979,46,Belize,Louisiana,Laptop,Netflix,,74,0,19-02-2024,18-02-2025,Premium,18.72,USD,Card,FALSE,HD,2,2,TRUE
U1344,Male,30-06-2003,22,Denmark,Indiana,TV,"Hotstar,Netflix,Prime",,82,1,30-08-2023,29-08-2024,Basic,8.05,USD,UPI,FALSE,HD,4,3,TRUE
U1345,Male,12-05-1965,60,Gabon,Kentucky,Laptop,Hotstar,,42,1,05-10-2023,04-10-2024,Premium,16.41,INR,UPI,TRUE,SD,3,1,FALSE
U1346,Female,12-12-1966,58,Jordan,New Mexico,TV,Hotstar,,97,1,23-11-2023,22-11-2024,Premium,8.6,USD,UPI,FALSE,4K,1,1,TRUE
U1347,Female,09-05-1985,40,Aruba,New York,Mobile,Prime,,5,1,11-11-2024,11-11-2025,Basic,12.82,USD,Card,TRUE,SD,4,4,FALSE
U1348,Female,20-10-1990,34,Guadeloupe,South Dakota,TV,"Hotstar,Netflix",,10,0,01-06-2024,01-06-2025,Premium,16.16,INR,UPI,TRUE,4K,3,1,TRUE
U1349,Other,18-04-1996,29,Mauritania,Nebraska,Laptop,"Hotstar,Prime",,106,1,12-05-2024,12-05-2025,Premium,8.01,USD,Card,TRUE,SD,3,2,TRUE
U1350,Female,19-04-2001,24,Azerbaijan,Massachusetts,Laptop,Prime,,36,0,13-10-2023,12-10-2024,Standard,9.02,INR,Wallet,FALSE,SD,4,2,FALSE
U1351,Male,04-12-1997,27,Northern Mariana Islands,Texas,Mobile,"Hotstar,Netflix",,47,0,14-11-2024,14-11-2025,Premium,6.93,USD,Card,TRUE,SD,4,2,FALSE
U1352,Other,25-11-1998,26,Dominican Republic,Alabama,Mobile,"Hotstar,Netflix,Prime",,44,0,13-12-2024,13-12-2025,Premium,16.34,INR,Wallet,TRUE,4K,1,1,FALSE
U1353,Other,24-08-1996,28,Gibraltar,New Hampshire,Laptop,"Hotstar,Netflix,Prime",,46,0,27-08-2023,26-08-2024,Basic,12.4,USD,Wallet,FALSE,4K,1,1,TRUE
U1354,Female,01-04-1985,40,Honduras,Minnesota,Mobile,Netflix,,53,1,30-03-2024,30-03-2025,Standard,15.78,USD,Wallet,FALSE,4K,3,3,TRUE
U1355,Female,17-12-1996,28,Rwanda,Mississippi,Laptop,"Hotstar,Netflix,Prime",,120,0,25-08-2024,25-08-2025,Premium,19.19,USD,Card,TRUE,4K,1,1,TRUE
U1356,Male,24-05-1989,36,Nigeria,Missouri,Mobile,"Hotstar,Netflix,Prime",,72,1,06-06-2025,06-06-2026,Standard,13.59,INR,Card,TRUE,HD,2,1,TRUE
U1357,Other,12-03-1966,59,South Africa,Michigan,Laptop,Prime,,34,0,18-11-2024,18-11-2025,Standard,17.45,USD,Wallet,FALSE,SD,2,2,TRUE
U1358,Female,09-03-1986,39,Tonga,Georgia,Mobile,"Hotstar,Prime",,47,0,21-08-2023,20-08-2024,Standard,17.5,INR,UPI,TRUE,4K,3,1,FALSE
U1359,Female,07-07-1997,28,Czech Republic,Minnesota,TV,"Hotstar,Netflix,Prime",,44,1,13-03-2025,13-03-2026,Standard,14.61,USD,UPI,FALSE,4K,1,1,FALSE
U1360,Female,28-04-2001,24,Dominica,South Carolina,Mobile,"Hotstar,Prime",,10,0,09-02-2025,09-02-2026,Basic,5.36,USD,Wallet,FALSE,HD,4,1,FALSE
U1361,Female,09-11-1975,49,Cape Verde,North Carolina,Mobile,"Hotstar,Prime",,88,0,25-10-2023,24-10-2024,Standard,8.26,INR,Card,FALSE,4K,2,2,TRUE
U1362,Other,31-03-1990,35,Zambia,Minnesota,TV,"Hotstar,Netflix,Prime",,32,1,07-05-2025,07-05-2026,Standard,13.7,USD,UPI,TRUE,SD,3,3,TRUE
U1363,Male,15-07-1982,43,Israel,Delaware,Mobile,"Hotstar,Netflix",,27,1,28-08-2024,28-08-2025,Premium,10.28,INR,UPI,TRUE,4K,3,3,TRUE
U1364,Female,26-02-2000,25,Albania,Minnesota,Laptop,Prime,,31,1,05-01-2024,04-01-2025,Basic,15.19,INR,UPI,FALSE,4K,4,2,TRUE
U1365,Male,07-07-1966,59,Svalbard & Jan Mayen Islands,New York,Laptop,"Hotstar,Prime",,34,0,30-05-2025,30-05-2026,Premium,7.57,INR,Card,FALSE,HD,4,3,FALSE
U1366,Other,14-05-2002,23,Saint Vincent and the Grenadines,Wyoming,TV,"Hotstar,Netflix,Prime",,114,0,22-09-2024,22-09-2025,Standard,19.46,INR,Card,FALSE,HD,1,1,TRUE
U1367,Male,04-04-1967,58,Jordan,North Dakota,TV,Hotstar,,111,1,22-01-2024,21-01-2025,Standard,16.55,USD,Card,TRUE,4K,1,1,TRUE
U1368,Female,19-05-1995,30,Pakistan,North Dakota,TV,"Netflix,Prime",,68,1,17-11-2023,16-11-2024,Standard,19.61,USD,UPI,TRUE,SD,3,3,TRUE
U1369,Female,12-11-1990,34,Ukraine,Virginia,Mobile,Hotstar,,36,1,23-10-2023,22-10-2024,Standard,10.91,INR,UPI,TRUE,4K,2,2,FALSE
U1370,Male,06-05-1974,51,Philippines,Tennessee,Laptop,"Hotstar,Netflix,Prime",,9,1,19-03-2024,19-03-2025,Premium,15.21,USD,Wallet,FALSE,4K,3,2,FALSE
U1371,Female,08-01-1971,54,Azerbaijan,Texas,TV,"Hotstar,Netflix",,107,1,27-11-2023,26-11-2024,Basic,11.52,USD,UPI,TRUE,SD,3,2,FALSE
U1372,Female,12-11-1972,52,Guam,Kansas,Laptop,Netflix,,115,1,22-05-2024,22-05-2025,Standard,16.57,INR,UPI,TRUE,HD,4,1,FALSE
U1373,Other,16-06-2006,19,French Guiana,California,Mobile,"Hotstar,Prime",,81,0,06-09-2023,05-09-2024,Standard,13.79,USD,Card,FALSE,4K,4,3,FALSE
U1374,Male,15-09-1983,41,Morocco,Idaho,Laptop,"Netflix,Prime",,10,0,03-06-2025,03-06-2026,Basic,5.95,INR,Wallet,TRUE,HD,2,1,FALSE
U1375,Male,22-04-1994,31,Yemen,Utah,Mobile,Hotstar,,41,1,19-11-2023,18-11-2024,Premium,12.86,USD,Wallet,TRUE,4K,1,1,FALSE
U1376,Female,14-11-1995,29,Russian Federation,Maine,Laptop,Prime,,86,0,11-11-2023,10-11-2024,Premium,8.22,USD,Wallet,FALSE,HD,1,1,FALSE
U1377,Other,28-04-1979,46,Jamaica,Louisiana,Mobile,"Hotstar,Netflix,Prime",,93,0,21-01-2025,21-01-2026,Basic,11.12,INR,Card,FALSE,HD,2,1,TRUE
U1378,Male,20-09-2003,21,Lebanon,Alabama,TV,Prime,,98,0,22-09-2023,21-09-2024,Premium,16.89,INR,Wallet,TRUE,4K,3,2,TRUE
U1379,Male,20-04-2001,24,United Arab Emirates,Idaho,Laptop,Prime,,6,0,01-10-2023,30-09-2024,Premium,16.62,INR,Wallet,TRUE,SD,4,4,TRUE
U1380,Female,22-02-1969,56,American Samoa,Iowa,Laptop,"Hotstar,Netflix",,68,0,08-05-2025,08-05-2026,Standard,9.01,INR,UPI,FALSE,4K,2,2,FALSE
U1381,Male,08-11-1972,52,Isle of Man,Maryland,TV,Prime,,110,1,16-03-2025,16-03-2026,Standard,15.18,USD,UPI,TRUE,SD,2,1,FALSE
U1382,Other,26-09-1969,55,Somalia,Virginia,Laptop,"Netflix,Prime",,112,0,14-04-2024,14-04-2025,Basic,5.47,USD,UPI,TRUE,HD,3,1,TRUE
U1383,Female,12-03-1993,32,Malawi,Alabama,TV,Hotstar,,73,0,30-06-2025,30-06-2026,Premium,12.44,USD,Card,FALSE,SD,3,2,TRUE
U1384,Other,12-05-1994,31,Antarctica (the territory South of 60 deg S),Texas,TV,"Hotstar,Netflix",,76,0,18-10-2024,18-10-2025,Standard,12.86,USD,Wallet,FALSE,4K,2,1,TRUE
U1385,Male,29-04-1985,40,Bulgaria,Michigan,TV,"Hotstar,Netflix,Prime",,102,1,30-11-2023,29-11-2024,Standard,7.8,USD,UPI,FALSE,SD,2,1,TRUE
U1386,Other,06-12-2005,19,Martinique,South Dakota,Laptop,"Hotstar,Netflix",,57,1,05-01-2025,05-01-2026,Standard,12.63,USD,Wallet,TRUE,HD,4,2,FALSE
U1387,Female,28-04-1978,47,Martinique,Florida,Laptop,"Hotstar,Netflix",,9,0,20-05-2024,20-05-2025,Standard,11.19,INR,Card,TRUE,HD,3,1,FALSE
U1388,Female,10-02-2000,25,Switzerland,Hawaii,Laptop,"Netflix,Prime",,15,1,08-10-2023,07-10-2024,Premium,15.71,INR,UPI,TRUE,4K,3,1,FALSE
U1389,Other,25-01-1968,57,Colombia,Wyoming,TV,Hotstar,,52,1,17-03-2025,17-03-2026,Premium,14.5,INR,UPI,TRUE,SD,4,2,FALSE
U1390,Male,14-07-1964,61,Denmark,Nevada,Mobile,"Hotstar,Prime",,14,0,06-09-2024,06-09-2025,Basic,17.58,USD,UPI,TRUE,SD,1,1,FALSE
U1391,Other,04-10-1997,27,Bouvet Island (Bouvetoya),Maryland,Mobile,"Hotstar,Netflix,Prime",,96,0,23-07-2023,22-07-2024,Standard,5.24,INR,Wallet,FALSE,HD,3,2,TRUE
U1392,Female,07-07-1965,60,Kyrgyz Republic,Alabama,TV,Netflix,,47,0,29-04-2025,29-04-2026,Basic,18.59,INR,Wallet,TRUE,4K,2,2,TRUE
U1393,Female,25-12-1977,47,Montserrat,Mississippi,Laptop,Prime,,53,0,29-08-2024,29-08-2025,Basic,11.27,INR,UPI,TRUE,HD,3,3,TRUE
U1394,Other,23-04-1972,53,Kiribati,Alabama,Laptop,"Hotstar,Netflix",,55,0,11-01-2025,11-01-2026,Standard,6.56,USD,Wallet,TRUE,HD,1,1,FALSE
U1395,Other,05-08-1991,33,Cyprus,South Dakota,Mobile,"Hotstar,Netflix,Prime",,61,0,24-08-2023,23-08-2024,Basic,16.4,INR,Card,TRUE,HD,1,1,FALSE
U1396,Female,11-01-1971,54,El Salvador,Texas,Laptop,"Hotstar,Netflix",,83,0,09-09-2024,09-09-2025,Standard,10.06,INR,Card,FALSE,SD,3,3,FALSE
U1397,Female,25-12-1993,31,Monaco,Nebraska,Laptop,"Hotstar,Netflix",,120,0,15-05-2025,15-05-2026,Premium,16.16,USD,Card,TRUE,4K,2,2,TRUE
U1398,Female,29-10-1975,49,Sri Lanka,Connecticut,Laptop,"Hotstar,Prime",,51,0,03-06-2024,03-06-2025,Premium,5.17,INR,UPI,FALSE,SD,3,3,TRUE
U1399,Female,13-09-1983,41,Bouvet Island (Bouvetoya),Florida,Laptop,"Hotstar,Netflix,Prime",,116,0,12-06-2024,12-06-2025,Basic,11.88,INR,UPI,TRUE,HD,2,2,FALSE
U1400,Female,17-04-2000,25,Ecuador,Alabama,TV,"Hotstar,Netflix,Prime",,31,0,20-08-2024,20-08-2025,Basic,19.42,INR,Card,TRUE,HD,3,1,FALSE
U1401,Other,11-02-1980,45,Israel,Rhode Island,Mobile,"Hotstar,Netflix,Prime",,9,1,25-12-2023,24-12-2024,Standard,14.81,USD,Card,TRUE,HD,2,1,FALSE
U1402,Other,11-05-2006,19,Togo,Maine,Laptop,"Hotstar,Netflix",,43,1,01-09-2023,31-08-2024,Premium,9.93,USD,Card,TRUE,SD,1,1,TRUE
U1403,Other,26-10-1981,43,Bolivia,Georgia,Laptop,"Netflix,Prime",,22,1,01-07-2024,01-07-2025,Standard,13.33,INR,UPI,FALSE,SD,2,1,FALSE
U1404,Female,11-03-1997,28,Mexico,Hawaii,Mobile,"Hotstar,Netflix",,34,0,03-11-2023,02-11-2024,Premium,8.79,USD,UPI,FALSE,SD,2,1,TRUE
U1405,Male,31-12-2000,24,Zimbabwe,Texas,Laptop,"Netflix,Prime",,36,1,27-01-2024,26-01-2025,Basic,5.36,INR,Wallet,FALSE,SD,2,1,TRUE
U1406,Male,07-03-1983,42,Uruguay,South Dakota,TV,"Hotstar,Netflix,Prime",,58,0,03-06-2024,03-06-2025,Premium,9.08,INR,Card,TRUE,4K,1,1,FALSE
U1407,Female,17-05-1996,29,Oman,Connecticut,Mobile,"Hotstar,Netflix,Prime",,70,1,10-01-2025,10-01-2026,Basic,10.46,USD,Wallet,FALSE,HD,4,1,TRUE
U1408,Female,18-01-1968,57,Mongolia,Colorado,TV,Hotstar,,83,0,08-03-2025,08-03-2026,Basic,15.39,INR,UPI,FALSE,4K,3,2,FALSE
U1409,Other,28-11-1976,48,Slovakia (Slovak Republic),New Hampshire,TV,"Hotstar,Netflix,Prime",,24,0,03-05-2024,03-05-2025,Standard,16.58,USD,Card,FALSE,HD,4,3,TRUE
U1410,Male,09-10-1998,26,Latvia,Rhode Island,Laptop,"Hotstar,Netflix,Prime",,81,1,01-11-2023,31-10-2024,Standard,19.9,INR,Card,TRUE,SD,4,1,FALSE
U1411,Other,07-11-2002,22,Russian Federation,Louisiana,Mobile,Prime,,96,1,23-01-2024,22-01-2025,Premium,10.77,INR,Wallet,TRUE,4K,3,1,FALSE
U1412,Male,20-12-1975,49,Northern Mariana Islands,New Hampshire,Laptop,"Hotstar,Netflix,Prime",,90,1,01-05-2025,01-05-2026,Basic,18.68,INR,UPI,FALSE,HD,2,1,TRUE
U1413,Female,19-01-2005,20,Uruguay,Michigan,Mobile,"Hotstar,Netflix,Prime",,34,1,27-08-2023,26-08-2024,Basic,19.14,INR,Wallet,FALSE,4K,2,2,TRUE
U1414,Other,20-09-1973,51,El Salvador,Utah,Laptop,"Hotstar,Netflix",,75,1,22-08-2023,21-08-2024,Standard,11.51,INR,Card,FALSE,4K,4,4,FALSE
U1415,Other,12-02-1990,35,Uzbekistan,North Carolina,Mobile,"Hotstar,Netflix",,103,1,29-06-2025,29-06-2026,Premium,8.95,INR,Card,TRUE,HD,3,2,TRUE
U1416,Other,11-07-1978,47,Georgia,Massachusetts,Mobile,"Hotstar,Netflix,Prime",,31,1,29-10-2023,28-10-2024,Standard,10.36,USD,Wallet,FALSE,HD,2,2,TRUE
U1417,Other,27-07-1974,50,Qatar,West Virginia,Mobile,"Netflix,Prime",,58,0,23-08-2023,22-08-2024,Basic,16.94,USD,Wallet,TRUE,SD,1,1,TRUE
U1418,Female,17-04-2005,20,Norway,Oregon,TV,"Hotstar,Netflix,Prime",,30,1,22-12-2023,21-12-2024,Basic,6.33,INR,UPI,FALSE,HD,2,1,TRUE
U1419,Other,01-02-1983,42,Japan,Wisconsin,Laptop,"Hotstar,Netflix",,12,0,23-09-2024,23-09-2025,Basic,9.43,USD,UPI,FALSE,HD,3,2,TRUE
U1420,Female,03-03-1991,34,Finland,Maryland,TV,"Hotstar,Netflix,Prime",,14,0,21-04-2025,21-04-2026,Premium,16.09,INR,Wallet,FALSE,4K,4,3,FALSE
U1421,Female,26-10-1993,31,Zambia,New Hampshire,Laptop,"Netflix,Prime",,89,0,20-07-2024,20-07-2025,Premium,18.9,USD,UPI,FALSE,HD,1,1,FALSE
U1422,Other,08-06-1981,44,Denmark,New York,Mobile,"Hotstar,Netflix,Prime",,67,0,30-04-2025,30-04-2026,Standard,5.58,USD,Wallet,FALSE,SD,1,1,FALSE
U1423,Other,03-12-1994,30,Nauru,South Dakota,Laptop,"Hotstar,Netflix",,118,0,02-06-2025,02-06-2026,Basic,6.15,USD,Wallet,FALSE,SD,1,1,TRUE
U1424,Male,31-07-2004,20,Mauritania,Minnesota,TV,Prime,,28,0,12-09-2024,12-09-2025,Basic,11.75,INR,Card,TRUE,HD,1,1,FALSE
U1425,Female,16-08-1971,53,Oman,Kansas,TV,Netflix,,111,1,02-05-2025,02-05-2026,Premium,19.63,USD,Wallet,TRUE,SD,2,1,TRUE
U1426,Female,19-03-1993,32,Kazakhstan,Wyoming,TV,"Hotstar,Netflix,Prime",,106,0,03-04-2024,03-04-2025,Basic,15.75,USD,UPI,FALSE,SD,1,1,FALSE
U1427,Female,18-03-1970,55,Kuwait,Alaska,Laptop,Hotstar,,60,1,04-01-2024,03-01-2025,Basic,10.86,USD,UPI,TRUE,4K,4,1,FALSE
U1428,Male,30-06-1979,46,Chile,Idaho,TV,"Netflix,Prime",,48,1,08-05-2024,08-05-2025,Basic,13.89,USD,UPI,FALSE,4K,3,2,TRUE
U1429,Male,23-04-2006,19,Russian Federation,Nevada,Laptop,"Hotstar,Prime",,94,1,08-05-2025,08-05-2026,Premium,7.99,USD,Wallet,FALSE,SD,2,1,FALSE
U1430,Female,01-04-1973,52,Botswana,South Carolina,TV,Hotstar,,92,1,27-10-2023,26-10-2024,Premium,5.81,INR,Wallet,FALSE,4K,2,1,TRUE
U1431,Male,08-10-1968,56,Cambodia,Nebraska,TV,Netflix,,54,1,12-08-2024,12-08-2025,Basic,13.02,USD,Wallet,TRUE,HD,3,3,TRUE
U1432,Other,02-12-1980,44,Greenland,Oklahoma,Laptop,Hotstar,,117,0,02-10-2023,01-10-2024,Premium,9.35,USD,Wallet,FALSE,4K,4,4,TRUE
U1433,Male,03-02-1993,32,Lebanon,Mississippi,Mobile,Prime,,19,1,28-12-2023,27-12-2024,Standard,10.33,USD,Wallet,FALSE,HD,2,1,FALSE
U1434,Other,15-03-1984,41,Sierra Leone,South Dakota,Mobile,"Hotstar,Netflix,Prime",,71,0,07-04-2025,07-04-2026,Basic,6.85,USD,Wallet,TRUE,HD,2,2,TRUE
U1435,Female,30-06-1998,27,Mozambique,Arkansas,TV,"Netflix,Prime",,38,0,06-06-2025,06-06-2026,Standard,17.51,USD,Card,FALSE,HD,2,2,FALSE
U1436,Female,16-01-1968,57,Guernsey,Idaho,Laptop,"Netflix,Prime",,117,0,07-12-2023,06-12-2024,Standard,8.11,USD,Wallet,TRUE,HD,4,1,TRUE
U1437,Male,26-06-1978,47,Brazil,Louisiana,Mobile,"Hotstar,Netflix,Prime",,44,1,15-04-2024,15-04-2025,Premium,9.81,INR,Card,TRUE,HD,1,1,FALSE
U1438,Other,13-06-2007,18,Italy,Kentucky,Laptop,"Hotstar,Netflix,Prime",,89,1,06-06-2025,06-06-2026,Premium,12.36,USD,UPI,TRUE,SD,4,4,TRUE
U1439,Male,18-12-1980,44,Kazakhstan,Minnesota,TV,"Hotstar,Prime",,74,1,07-06-2025,07-06-2026,Standard,6.22,USD,UPI,TRUE,HD,4,3,TRUE
