Content_id,IMBD_id,IMDB_Rating,Meta_score,Director,Star1,Star2,awards_won,No_of_nomination,No_of_Votes, Gross ,SRC_DATE
C0444,I0444,8,25,Federico Fellini,Anthony Quinn,Giulietta Masina,0,18,58314,"26,23,03,904",2025-06-19
C0445,I0445,8,44,Henri-Georges Clouzot,Simone Signoret,Véra Clouzot,4,5,61503,"24,75,84,273",2025-06-20
C0446,I0446,8,84,Billy Wilder,William Holden,Don Taylor,7,9,51046,"25,75,32,547",2025-02-16
C0447,I0447,8,78,William Wyler,Gregory Peck,Audrey Hepburn,0,10,127256,"7,98,44,015",2025-06-11
C0448,I0448,8,97,Elia Kazan,Vivien Leigh,Marlon Brando,5,23,99182,"80,00,000",2025-02-19
C0449,I0449,8,87,Nicholas Ray,Humphrey Bogart,Gloria Grahame,10,15,26784,"17,74,39,708",2025-06-13
C0450,I0450,8,74,Robert Hamer,Dennis Price,Alec Guinness,2,14,34485,"24,23,49,040",2025-01-21
C0451,I0451,8,73,Alfred Hitchcock,James Stewart,John Dall,8,24,129783,"20,37,85,684",2025-01-30
C0452,I0452,8,98,Jacques Tourneur,Robert Mitchum,Jane Greer,10,5,32784,"20,27,96,473",2025-05-16
C0453,I0453,8,92,David Lean,Celia Johnson,Trevor Howard,7,5,35601,"30,78,20,212",2025-03-31
C0454,I0454,8,71,Otto Preminger,Gene Tierney,Dana Andrews,3,20,42725,"43,60,000",2025-01-17
C0455,I0455,8,93,William Wyler,Myrna Loy,Dana Andrews,0,15,57259,"2,36,50,000",2025-01-11
C0456,I0456,8,85,Frank Capra,Cary Grant,Priscilla Lane,4,20,65101,"18,77,18,917",2025-01-04
C0457,I0457,8,96,John Huston,Humphrey Bogart,Mary Astor,9,25,148928,"21,08,060",2025-04-08
C0458,I0458,8,96,John Ford,Henry Fonda,Jane Darwell,10,14,85559,"55,000",2025-05-25
C0459,I0459,8,92,Victor Fleming,George Cukor,Mervyn LeRoy,5,18,371379,"20,76,020",2025-06-16
C0460,I0460,8,44,Jean Renoir,Marcel Dalio,Nora Gregor,8,10,26725,"19,78,34,283",2025-02-28
C0461,I0461,8,86,W.S. Van Dyke,William Powell,Myrna Loy,3,25,26642,"17,42,37,121",2025-01-11
C0462,I0462,8,91,Lewis Milestone,Lew Ayres,Louis Wolheim,10,21,57318,"32,70,000",2025-05-24
C0463,I0463,8,97,Sergei M. Eisenstein,Aleksandr Antonov,Vladimir Barskiy,2,24,53054,"50,970",2025-03-17
C0464,I0464,7.9,82,Rian Johnson,Daniel Craig,Chris Evans,2,12,454203,"16,53,59,751",2025-03-31
C0465,I0465,7.9,63,Mukesh Chhabra,Sushant Singh Rajput,Sanjana Sanghi,6,21,111478,"13,19,11,425",2025-03-04
C0466,I0466,7.9,93,Hirokazu Koreeda,Lily Franky,Sakura Andô,1,11,62754,"33,13,513",2025-05-29
C0467,I0467,7.9,94,Noah Baumbach,Adam Driver,Scarlett Johansson,4,9,246644,"20,00,000",2025-05-26
C0468,I0468,7.9,93,Luca Guadagnino,Armie Hammer,Timothée Chalamet,5,12,212651,"1,80,95,701",2025-03-19
C0469,I0469,7.9,78,Ken Loach,Laura Obiols,Dave Johns,2,17,53818,"2,58,168",2025-04-23
C0470,I0470,7.9,82,Wes Anderson,Bryan Cranston,Koyu Rankin,8,14,139114,"3,20,15,231",2025-06-18
C0471,I0471,7.9,81,Taika Waititi,Sam Neill,Julian Dennison,1,18,111483,"52,02,582",2025-01-13
C0472,I0472,7.9,72,Matt Ross,Viggo Mortensen,George MacKay,8,19,189400,"58,75,006",2025-01-24
C0473,I0473,7.9,79,John Carney,Ferdia Walsh-Peelo,Aidan Gillen,9,13,85109,"32,37,118",2025-04-22
C0474,I0474,7.9,74,Taika Waititi,Chris Hemsworth,Tom Hiddleston,1,8,587775,"31,50,58,289",2025-05-12
C0475,I0475,7.9,76,Dan Gilroy,Jake Gyllenhaal,Rene Russo,7,18,466134,"3,23,81,218",2025-03-28
C0476,I0476,7.9,58,Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,0,10,297918,"3,49,555",2025-06-18
C0477,I0477,7.9,81,Denis Villeneuve,Amy Adams,Jeremy Renner,4,14,594181,"10,05,46,139",2025-02-20
C0478,I0478,7.9,80,J.J. Abrams,Daisy Ridley,John Boyega,3,7,860823,"93,66,62,225",2025-05-12
C0479,I0479,7.9,94,Richard Linklater,Ethan Hawke,Julie Delpy,6,19,141457,"81,14,627",2025-02-12
C0480,I0480,7.9,75,Bryan Singer,Patrick Stewart,Ian McKellen,4,16,659763,"23,39,21,534",2025-03-17
C0481,I0481,7.9,82,Nuri Bilge Ceylan,Muhammet Uzuner,Yilmaz Erdogan,4,12,41995,"1,38,730",2025-06-23
C0482,I0482,7.9,89,Michel Hazanavicius,Jean Dujardin,Bérénice Bejo,4,14,230624,"4,46,71,682",2025-02-05
C0483,I0483,7.9,71,Doug Liman,Tom Cruise,Emily Blunt,3,16,600004,"10,02,06,256",2025-06-11
C0484,I0484,7.9,94,Michael Haneke,Jean-Louis Trintignant,Emmanuelle Riva,4,6,93090,"67,39,492",2025-02-23
C0485,I0485,7.9,94,Martin Scorsese,Robert De Niro,Al Pacino,7,21,324720,"70,00,000",2025-06-08
C0486,I0486,7.9,90,Jacques Audiard,Tahar Rahim,Niels Arestrup,4,25,93560,"20,84,637",2025-04-22
C0487,I0487,7.9,67,Duncan Jones,Sam Rockwell,Kevin Spacey,0,18,335152,"50,09,677",2025-06-21
C0488,I0488,7.9,82,Tomas Alfredson,Kåre Hedebrant,Lina Leandersson,6,24,205609,"21,22,065",2025-05-17
C0489,I0489,7.9,81,Neill Blomkamp,Sharlto Copley,David James,7,7,638202,"11,56,46,235",2025-03-04
C0490,I0490,7.9,80,Darren Aronofsky,Mickey Rourke,Marisa Tomei,0,25,289415,"2,62,36,603",2025-06-26
C0491,I0491,7.9,81,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,4,13,47720,"4,10,800",2025-06-02
C0492,I0492,7.9,100,Richard Linklater,Ellar Coltrane,Patricia Arquette,3,7,335533,"2,53,79,975",2025-06-19
C0493,I0493,7.9,97,Cristian Mungiu,Anamaria Marinca,Laura Vasiliu,0,6,56625,"11,85,783",2025-04-06
C0494,I0494,7.9,82,J.J. Abrams,Chris Pine,Zachary Quinto,6,17,577336,"25,77,30,019",2025-02-03
C0495,I0495,7.9,67,Martin McDonagh,Colin Farrell,Brendan Gleeson,4,9,390334,"77,57,130",2025-04-17
C0496,I0496,7.9,57,Richard Schenkman,David Lee Smith,Tony Todd,9,19,174125,"6,34,65,492",2025-04-18
C0497,I0497,7.9,89,Clint Eastwood,Ken Watanabe,Kazunari Ninomiya,4,22,154011,"1,37,56,082",2025-05-12
C0498,I0498,7.9,64,Tarsem Singh,Lee Pace,Catinca Untaru,7,20,107290,"22,80,348",2025-06-19
C0499,I0499,7.9,79,Ang Lee,Suraj Sharma,Irrfan Khan,8,5,580708,"12,49,87,023",2025-03-15
C0500,I0500,7.9,83,Wes Anderson,George Clooney,Meryl Streep,0,17,199696,"2,10,02,919",2025-01-11
C0501,I0501,7.9,81,Jean-Marc Vallée,Michel Côté,Marc-André Grondin,7,22,31476,"25,83,57,890",2025-05-12
C0502,I0502,7.9,56,Christophe Barratier,Gérard Jugnot,François Berléand,9,17,57430,"36,35,164",2025-03-16
C0503,I0503,7.9,79,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,10,6,939644,"31,84,12,101",2025-04-30
C0504,I0504,7.9,76,Edgar Wright,Simon Pegg,Nick Frost,0,6,512249,"1,35,42,874",2025-05-13
C0505,I0505,7.9,78,Fatih Akin,Birol Ünel,Sibel Kekilli,0,15,51325,"9,34,10,862",2025-02-17
C0506,I0506,7.9,84,Clint Eastwood,Sean Penn,Tim Robbins,6,6,419420,"9,01,35,191",2025-04-11
C0507,I0507,7.9,82,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,6,6,552493,"24,93,58,727",2025-03-02
C0508,I0508,7.9,85,Yimou Zhang,Jet Li,Tony Chiu-Wai Leung,10,21,173999,"5,37,10,019",2025-04-21
C0509,I0509,7.9,86,Pedro Almodóvar,Rosario Flores,Javier Cámara,6,16,104691,"92,84,265",2025-01-24
C0510,I0510,7.9,84,Danis Tanovic,Branko Djuric,Rene Bitorajac,7,5,44618,"10,59,830",2025-03-07
C0511,I0511,7.9,61,Shin'ichirô Watanabe,Tensai Okamura,Hiroyuki Okiura,8,5,42897,"10,00,045",2025-03-11
C0512,I0512,7.9,68,Doug Liman,Franka Potente,Matt Damon,8,5,508771,"12,16,61,683",2025-02-16
C0513,I0513,7.9,80,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,0,10,49721,"12,21,261",2025-03-08
C0514,I0514,7.9,84,Alfonso Cuarón,Julianne Moore,Clive Owen,2,16,465113,"3,55,52,383",2025-03-19
C0515,I0515,7.9,90,Cameron Crowe,Billy Crudup,Patrick Fugit,4,6,252586,"3,25,34,850",2025-02-11
C0516,I0516,7.9,85,David Lynch,Naomi Watts,Laura Harring,4,18,322031,"72,20,243",2025-06-26
C0517,I0517,7.9,88,John Lasseter,Ash Brannon,Lee Unkrich,9,19,527512,"24,58,52,179",2025-06-09
C0518,I0518,7.9,85,Paul Thomas Anderson,Mark Wahlberg,Julianne Moore,4,20,239473,"2,64,00,640",2025-06-27
C0519,I0519,7.9,75,Yoshifumi Kondô,Yoko Honna,Issey Takahashi,3,11,51943,"17,49,32,482",2025-01-11
C0520,I0520,7.9,77,Lee Tamahori,Rena Owen,Temuera Morrison,2,7,31590,"22,01,126",2025-04-15
C0521,I0521,7.9,59,Tony Scott,Christian Slater,Patricia Arquette,0,24,206918,"1,22,81,500",2025-04-01
C0522,I0522,7.9,85,Krzysztof Kieslowski,Juliette Binoche,Zbigniew Zamachowski,4,5,89836,"13,24,974",2025-04-05
C0523,I0523,7.9,37,Yoshiaki Kawajiri,Kôichi Yamadera,Emi Shinohara,1,6,34529,"12,15,28,786",2025-04-17
C0524,I0524,7.9,65,Brian De Palma,Al Pacino,Sean Penn,2,23,201000,"3,69,48,322",2025-03-18
C0525,I0525,7.9,74,Tim Burton,Johnny Depp,Winona Ryder,9,17,447368,"5,63,62,352",2025-01-10
C0526,I0526,7.9,97,Jim Sheridan,Daniel Day-Lewis,Brenda Fricker,1,12,68076,"1,47,43,391",2025-01-12
C0527,I0527,7.9,77,Woody Allen,Martin Landau,Woody Allen,2,17,54670,"1,82,54,702",2025-01-13
C0528,I0528,7.9,79,Brian De Palma,Kevin Costner,Sean Connery,7,6,281842,"7,62,70,454",2025-05-08
C0529,I0529,7.9,90,Woody Allen,Mia Farrow,Dianne Wiest,7,23,67176,"4,00,84,041",2025-05-01
C0530,I0530,7.9,84,Terry Gilliam,Jonathan Pryce,Kim Greist,1,13,187567,"99,29,135",2025-01-30
C0531,I0531,7.9,92,Rob Reiner,Rob Reiner,Michael McKean,9,14,128812,"1,88,751",2025-03-28
C0532,I0532,7.9,77,Bob Clark,Peter Billingsley,Melinda Dillon,5,13,132947,"2,06,05,209",2025-03-04
C0533,I0533,7.9,60,John Landis,John Belushi,Dan Aykroyd,8,22,183182,"5,72,29,890",2025-01-10
C0534,I0534,7.9,83,Woody Allen,Woody Allen,Diane Keaton,4,10,131436,"4,57,00,000",2025-02-18
C0535,I0535,7.9,72,Bob Fosse,Roy Scheider,Jessica Lange,10,18,28223,"3,78,23,676",2025-01-07
C0536,I0536,7.9,71,George A. Romero,David Emge,Ken Foree,2,19,111512,"51,00,000",2025-05-29
C0537,I0537,7.9,84,Alan J. Pakula,Dustin Hoffman,Robert Redford,9,13,103031,"7,06,00,000",2025-04-02
C0538,I0538,7.9,76,Alejandro Jodorowsky,Alejandro Jodorowsky,Horacio Salinas,7,14,37183,"61,001",2025-05-09
C0539,I0539,7.9,34,Federico Fellini,Magali Noël,Bruno Zanin,7,13,39897,"16,87,37,608",2025-06-28
C0540,I0540,7.9,93,Luis Buñuel,Fernando Rey,Delphine Seyrig,3,20,38737,"1,98,809",2025-03-03
C0541,I0541,7.9,63,Werner Herzog,Klaus Kinski,Ruy Guerra,6,16,52397,"23,38,07,652",2025-03-28
C0542,I0542,7.9,62,Hal Ashby,Ruth Gordon,Bud Cort,1,15,70826,"25,97,78,244",2025-05-26
C0543,I0543,7.9,91,Franklin J. Schaffner,George C. Scott,Karl Malden,4,25,93741,"6,17,00,000",2025-01-29
C0544,I0544,7.9,97,Sam Peckinpah,William Holden,Ernest Borgnine,9,8,77401,"1,20,64,472",2025-01-28
C0545,I0545,7.9,89,George A. Romero,Duane Jones,Judith O'Dea,7,10,116557,"89,029",2025-01-29
C0546,I0546,7.9,77,Anthony Harvey,Peter O'Toole,Katharine Hepburn,6,13,29003,"2,22,76,975",2025-01-24
C0547,I0547,7.9,75,Norman Jewison,Sidney Poitier,Rod Steiger,4,12,67804,"2,43,79,978",2025-05-24
C0548,I0548,7.9,83,Stanley Donen,Cary Grant,Audrey Hepburn,5,11,68689,"1,34,74,588",2025-06-03
C0549,I0549,7.9,94,John Frankenheimer,Frank Sinatra,Laurence Harvey,3,19,71122,"32,05,57,944",2025-03-12
C0550,I0550,7.9,87,Stanley Kubrick,Kirk Douglas,Laurence Olivier,8,18,124339,"3,00,00,000",2025-03-31
C0551,I0551,7.9,47,Michelangelo Antonioni,Gabriele Ferzetti,Monica Vitti,8,22,26542,"16,01,21,477",2025-01-16
C0552,I0552,7.9,25,Alain Resnais,Emmanuelle Riva,Eiji Okada,10,25,28421,"88,300",2025-01-04
C0553,I0553,7.9,58,Cecil B. DeMille,Charlton Heston,Yul Brynner,4,22,63560,"9,37,40,000",2025-03-28
C0554,I0554,7.9,94,John Ford,John Wayne,Jeffrey Hunter,0,23,80316,"10,24,79,383",2025-06-16
C0555,I0555,7.9,72,Elia Kazan,James Dean,Raymond Massey,4,23,40313,"26,40,18,698",2025-01-11
C0556,I0556,7.9,89,Fred Zinnemann,Gary Cooper,Grace Kelly,2,16,97222,"94,50,000",2025-06-10
C0557,I0557,7.9,88,Alfred Hitchcock,Farley Granger,Robert Walker,3,18,123341,"76,30,000",2025-02-10
C0558,I0558,7.9,42,Henry Koster,James Stewart,Wallace Ford,8,16,52573,"18,39,32,255",2025-05-07
C0559,I0559,7.9,88,George Seaton,Edmund Gwenn,Maureen O'Hara,7,23,41625,"26,50,000",2025-03-09
C0560,I0560,7.9,100,Alfred Hitchcock,Cary Grant,Ingrid Bergman,5,8,92306,"1,04,64,000",2025-05-06
C0561,I0561,7.9,80,Howard Hawks,Humphrey Bogart,Lauren Bacall,3,5,78796,"65,40,000",2025-03-30
C0562,I0562,7.9,62,Billy Wilder,Ray Milland,Jane Wyman,4,8,33549,"94,60,000",2025-06-05
C0563,I0563,7.9,96,George Cukor,Cary Grant,Katharine Hepburn,1,22,63550,"16,72,00,655",2025-06-24
C0564,I0564,7.9,49,Howard Hawks,Cary Grant,Rosalind Russell,10,20,53667,"2,96,000",2025-06-24
C0565,I0565,7.9,97,Michael Curtiz,William Keighley,Errol Flynn,7,20,47175,"39,81,000",2025-01-06
C0566,I0566,7.9,45,Sam Wood,Edmund Goulding,Groucho Marx,9,10,30580,"25,37,520",2025-01-01
C0567,I0567,7.9,90,Merian C. Cooper,Ernest B. Schoedsack,Fay Wray,4,11,78991,"1,00,00,000",2025-03-25
C0568,I0568,7.9,80,Tod Browning,Wallace Ford,Leila Hyams,4,16,42117,"6,93,94,426",2025-02-22
C0569,I0569,7.9,49,F.W. Murnau,Max Schreck,Alexander Granach,9,11,88794,"26,82,71,788",2025-06-12
C0570,I0570,7.8,51,Guy Ritchie,Matthew McConaughey,Charlie Hunnam,7,7,237392,"5,24,05,777",2025-05-02
C0571,I0571,7.8,83,Meghna Gulzar,Alia Bhatt,Vicky Kaushal,1,21,25344,"13,56,96,292",2025-05-21
C0572,I0572,7.8,81,Darius Marder,Riz Ahmed,Olivia Cooke,6,15,27187,"18,58,92,701",2025-06-20
C0573,I0573,7.8,85,Asghar Farhadi,Shahab Hosseini,Taraneh Alidoosti,9,11,51240,"24,02,067",2025-03-16
C0574,I0574,7.8,94,Christopher Nolan,Fionn Whitehead,Barry Keoghan,1,25,555092,"18,83,73,161",2025-02-28
C0575,I0575,7.8,48,Paolo Genovese,Giuseppe Battiston,Anna Foglietta,3,20,57168,"7,23,55,144",2025-04-17
C0576,I0576,7.8,74,Theodore Melfi,Taraji P. Henson,Octavia Spencer,9,25,200876,"16,96,07,287",2025-04-14
C0577,I0577,7.8,88,Paul King,Ben Whishaw,Hugh Grant,7,25,61594,"4,04,42,052",2025-03-14
C0578,I0578,7.8,65,Abhishek Chaubey,Shahid Kapoor,Alia Bhatt,0,24,27175,"26,77,52,134",2025-02-25
C0579,I0579,7.8,84,Travis Knight,Charlize Theron,Art Parkinson,3,5,118035,"4,80,23,088",2025-02-09
C0580,I0580,7.8,74,Neeraj Pandey,Sushant Singh Rajput,Kiara Advani,5,11,40416,"17,82,795",2025-05-23
C0581,I0581,7.8,96,Kenneth Lonergan,Casey Affleck,Michelle Williams,5,17,246963,"4,76,95,120",2025-03-25
C0582,I0582,7.8,75,Martin Zandvliet,Roland Møller,Louis Hofmann,10,9,35539,"4,35,266",2025-04-04
C0583,I0583,7.8,65,Gareth Edwards,Felicity Jones,Diego Luna,3,6,556608,"53,21,77,324",2025-03-29
C0584,I0584,7.8,75,Anthony Russo,Joe Russo,Chris Evans,7,12,663649,"40,80,84,349",2025-05-26
C0585,I0585,7.8,68,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,9,24,517059,"5,41,17,416",2025-06-09
C0586,I0586,7.8,91,Greta Gerwig,Saoirse Ronan,Emma Watson,6,14,143250,"10,81,01,214",2025-05-04
C0587,I0587,7.8,62,Dorota Kobiela,Hugh Welchman,Douglas Booth,6,18,50778,"67,35,118",2025-01-14
C0588,I0588,7.8,79,Matthew Warchus,Bill Nighy,Imelda Staunton,1,14,51841,"22,73,27,376",2025-01-06
C0589,I0589,7.8,85,Asghar Farhadi,Bérénice Bejo,Tahar Rahim,1,15,45002,"13,30,596",2025-06-07
C0590,I0590,7.8,86,Paolo Sorrentino,Toni Servillo,Carlo Verdone,6,5,81125,"28,52,400",2025-03-01
C0591,I0591,7.8,76,Ritesh Batra,Irrfan Khan,Nimrat Kaur,6,25,50523,"42,31,500",2025-01-14
C0592,I0592,7.8,56,Shoojit Sircar,Ayushmann Khurrana,Yami Gautam,4,16,39710,"1,69,209",2025-06-13
C0593,I0593,7.8,74,Don Hall,Chris Williams,Ryan Potter,3,23,410983,"22,25,27,828",2025-05-19
C0594,I0594,7.8,55,Richard Curtis,Domhnall Gleeson,Rachel McAdams,1,13,303032,"1,53,22,921",2025-03-10
C0595,I0595,7.8,44,Gauri Shinde,Sridevi,Adil Hussain,8,16,33618,"16,70,773",2025-04-13
C0596,I0596,7.8,83,Hayao Miyazaki,Hideaki Anno,Hidetoshi Nishijima,4,25,73690,"52,09,580",2025-01-07
C0597,I0597,7.8,84,Josh Cooley,Tom Hanks,Tim Allen,9,23,203177,"43,40,38,008",2025-06-06
C0598,I0598,7.8,49,Giuseppe Tornatore,Geoffrey Rush,Jim Sturgess,8,7,108399,"85,433",2025-01-18
C0599,I0599,7.8,84,Wes Anderson,Jared Gilman,Kara Hayward,0,7,318789,"4,55,12,466",2025-02-08
C0600,I0600,7.8,76,Dean DeBlois,Jay Baruchel,Cate Blanchett,6,12,305611,"17,70,02,924",2025-06-07
C0601,I0601,7.8,81,Adam McKay,Christian Bale,Steve Carell,9,13,362942,"7,02,59,870",2025-04-06
C0602,I0602,7.8,63,Tetsuya Nakashima,Takako Matsu,Yoshino Kimura,1,23,35713,"15,16,61,077",2025-03-30
C0603,I0603,7.8,67,Jee-woon Kim,Lee Byung-Hun,Choi Min-sik,9,17,111252,"1,28,392",2025-03-07
C0604,I0604,7.8,71,David Fincher,Daniel Craig,Rooney Mara,3,9,423010,"10,25,15,793",2025-03-06
C0605,I0605,7.8,82,Paul Greengrass,Tom Hanks,Barkhad Abdi,3,14,421244,"10,71,00,855",2025-03-03
C0606,I0606,7.8,74,Jeong-beom Lee,Won Bin,Sae-ron Kim,10,20,62848,"6,460",2025-03-10
C0607,I0607,7.8,72,F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,6,25,179264,"16,11,97,785",2025-06-15
C0608,I0608,7.8,79,Bong Joon Ho,Hye-ja Kim,Won Bin,8,17,52758,"5,47,292",2025-02-18
C0609,I0609,7.8,64,Hong-jin Na,Kim Yoon-seok,Jung-woo Ha,3,9,58468,"25,27,23,622",2025-02-12
C0610,I0610,7.8,66,Peter Jackson,Ian McKellen,Martin Freeman,4,19,601408,"25,83,66,855",2025-02-14
C0611,I0611,7.8,82,Michael Haneke,Christian Friedel,Ernst Jacobi,2,10,68715,"22,22,647",2025-05-12
C0612,I0612,7.8,76,Niels Arden Oplev,Michael Nyqvist,Noomi Rapace,8,7,208994,"1,00,95,170",2025-02-18
C0613,I0613,7.8,77,Aaron Sorkin,Eddie Redmayne,Alex Sharp,9,6,89896,"17,94,29,885",2025-01-22
C0614,I0614,7.8,81,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,9,13,33931,"6,24,68,584",2025-04-03
C0615,I0615,7.8,79,David O. Russell,Mark Wahlberg,Christian Bale,1,15,340584,"9,36,17,009",2025-01-27
C0616,I0616,7.8,51,Pierre Morel,Liam Neeson,Maggie Grace,9,15,564791,"14,50,00,989",2025-06-23
C0617,I0617,7.8,55,Mark Herman,Asa Butterfield,David Thewlis,6,8,190748,"90,30,581",2025-04-26
C0618,I0618,7.8,88,John Carney,Glen Hansard,Markéta Irglová,5,5,110656,"94,39,923",2025-01-04
C0619,I0619,7.8,58,Peter Jackson,Martin Freeman,Ian McKellen,4,10,757377,"30,30,03,568",2025-02-17
C0620,I0620,7.8,85,Fatih Akin,Baki Davrak,Nurgül Yesilçay,10,17,30827,"7,41,283",2025-01-08
C0621,I0621,7.8,85,Joe Wright,Keira Knightley,James McAvoy,8,22,251370,"5,09,27,067",2025-03-23
C0622,I0622,7.8,78,Nicolas Winding Refn,Ryan Gosling,Carey Mulligan,7,18,571571,"3,50,61,555",2025-06-11
C0623,I0623,7.8,76,Ridley Scott,Denzel Washington,Russell Crowe,5,23,392449,"13,01,64,645",2025-06-20
C0624,I0624,7.8,83,James Cameron,Sam Worthington,Zoe Saldana,8,13,1118998,"76,05,07,625",2025-03-24
C0625,I0625,7.8,63,Jaco Van Dormael,Jared Leto,Sarah Polley,9,12,216421,"3,600",2025-01-10
C0626,I0626,7.8,68,Mel Gibson,Gerardo Taracena,Raoul Max Trujillo,9,9,291018,"5,08,66,635",2025-05-16
C0627,I0627,7.8,80,Jonathan Dayton,Valerie Faris,Steve Carell,5,16,439856,"5,98,91,098",2025-01-02
C0628,I0628,7.8,81,Edgar Wright,Simon Pegg,Nick Frost,2,13,463466,"2,36,37,265",2025-06-08
C0629,I0629,7.8,70,David Fincher,Brad Pitt,Cate Blanchett,8,25,589160,"12,75,09,326",2025-06-09
C0630,I0630,7.8,67,Yash Chopra,Shah Rukh Khan,Preity Zinta,8,11,49050,"29,21,738",2025-01-15
C0631,I0631,7.8,51,Anders Thomas Jensen,Ulrich Thomsen,Mads Mikkelsen,4,25,45717,"1,305",2025-06-01
C0632,I0632,7.8,82,Joe Wright,Keira Knightley,Matthew Macfadyen,5,11,258924,"3,84,05,088",2025-05-27
C0633,I0633,7.8,68,Roger Donaldson,Anthony Hopkins,Diane Ladd,5,15,51980,"51,28,124",2025-06-09
C0634,I0634,7.8,73,Satoshi Kon,Shôgo Furuya,Tôru Emori,4,16,31658,"1,28,985",2025-03-31
C0635,I0635,7.8,74,Joss Whedon,Nathan Fillion,Gina Torres,5,10,283310,"2,55,14,517",2025-02-23
C0636,I0636,7.8,72,James Mangold,Joaquin Phoenix,Reese Witherspoon,5,12,234207,"11,95,19,402",2025-03-12
C0637,I0637,7.8,61,Mikael Håfström,Andreas Wilson,Henrik Lundström,2,5,35682,"15,280",2025-04-11
C0638,I0638,7.8,53,Nick Cassavetes,Gena Rowlands,James Garner,4,20,520284,"8,10,01,787",2025-03-29
C0639,I0639,7.8,75,Walter Salles,Gael García Bernal,Rodrigo De la Serna,1,23,96703,"1,67,56,372",2025-03-30
C0640,I0640,7.8,82,Lukas Moodysson,Oksana Akinshina,Artyom Bogucharskiy,8,16,42673,"1,81,655",2025-01-28
C0641,I0641,7.8,91,Sylvain Chomet,Michèle Caucheteux,Jean-Claude Donda,4,16,50622,"70,02,255",2025-06-06
C0642,I0642,7.8,58,Chan-wook Park,Lee Yeong-ae,Lee Byung-Hun,2,19,26518,"12,17,35,549",2025-06-25
C0643,I0643,7.8,61,Kevin Reynolds,Jim Caviezel,Guy Pearce,4,16,129022,"5,42,34,062",2025-06-08
C0644,I0644,7.8,83,Richard Linklater,Ethan Hawke,Trevor Jack Brooks,4,21,60684,"28,92,011",2025-02-16
C0645,I0645,7.8,48,Boaz Yakin,Denzel Washington,Will Patton,6,6,198089,"11,56,54,751",2025-03-10
C0646,I0646,7.8,94,Ang Lee,Yun-Fat Chow,Michelle Yeoh,0,14,253228,"12,80,78,872",2025-01-27
C0647,I0647,7.8,87,Pedro Almodóvar,Cecilia Roth,Marisa Paredes,1,7,89058,"82,64,530",2025-03-14
C0648,I0648,7.8,73,Robert Zemeckis,Tom Hanks,Helen Hunt,2,25,524235,"23,36,32,142",2025-02-03
C0649,I0649,7.8,44,Troy Duffy,Willem Dafoe,Sean Patrick Flanery,3,15,227143,"25,812",2025-05-12
C0650,I0650,7.8,84,Michael Mann,Russell Crowe,Al Pacino,6,20,159886,"2,89,65,197",2025-06-08
C0651,I0651,7.8,71,Joe Johnston,Jake Gyllenhaal,Chris Cooper,9,23,82855,"3,24,81,825",2025-03-11
C0652,I0652,7.8,84,Andrew Adamson,Vicky Jenson,Mike Myers,8,18,613941,"26,76,65,011",2025-03-09
C0653,I0653,7.8,75,James Cameron,Leonardo DiCaprio,Kate Winslet,1,14,1046089,"65,93,25,379",2025-01-29
C0654,I0654,7.8,43,Takeshi Kitano,Takeshi Kitano,Kayoko Kishimoto,7,10,27712,"2,33,986",2025-04-22
C0655,I0655,7.8,64,Andrew Niccol,Ethan Hawke,Uma Thurman,8,7,280845,"1,23,39,633",2025-05-09
C0656,I0656,7.8,61,David Fincher,Michael Douglas,Deborah Kara Unger,5,22,345096,"4,83,23,648",2025-02-22
C0657,I0657,7.8,76,Lars von Trier,Emily Watson,Stellan Skarsgård,2,25,62428,"40,40,691",2025-04-24
C0658,I0658,7.8,70,Tim Burton,Johnny Depp,Martin Landau,5,15,164937,"58,87,457",2025-04-12
C0659,I0659,7.8,73,Lasse Hallström,Johnny Depp,Leonardo DiCaprio,9,15,215034,"91,70,214",2025-01-17
C0660,I0660,7.8,50,George P. Cosmatos,Kevin Jarre,Kurt Russell,8,24,126871,"5,65,05,065",2025-03-19
C0661,I0661,7.8,55,David Mickey Evans,Tom Guiry,Mike Vitar,4,13,78963,"3,24,16,586",2025-05-03
C0662,I0662,7.8,84,James Ivory,Anthony Hopkins,Emma Thompson,5,5,66065,"2,29,54,968",2025-04-05
C0663,I0663,7.8,84,Mike Leigh,David Thewlis,Lesley Sharp,9,15,34635,"17,69,305",2025-05-19
C0664,I0664,7.8,87,Andrew Davis,Harrison Ford,Tommy Lee Jones,0,15,267684,"18,38,75,760",2025-05-31
C0665,I0665,7.8,80,Robert De Niro,Robert De Niro,Chazz Palminteri,8,15,128171,"1,72,66,971",2025-06-24
C0666,I0666,7.8,36,Kevin Altieri,Boyd Kirkland,Frank Paur,6,16,43690,"56,17,391",2025-05-17
